target_cake_length,actual_cake_length
0,-0.600185509
0,-0.649817266
0,-0.65
0,-0.65
0,-0.699814647
0,-0.60037184
0,-0.649815009
0,-0.65
0,-0.65
0,-0.65
0,-0.699811789
0,-0.600374994
0,-0.699623308
0,-0.650187949
0,-0.65
0,-0.600186217
0,-0.649812061
0,-0.65
0,-0.65
0,-0.699813726
0,-0.650185053
0,-0.699813095
0,-0.650187524
0,-0.60018666
0,-0.649812232
0,-0.699810144
0,-0.650187122
0,-0.65
0,-0.600187068
0,-0.64981361
0,-0.65
0,-0.65
0,-0.699811031
0,-0.650187319
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699807588
0,-0.650390487
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699807549
0,-0.650192596
0,-0.65
0,-0.699805717
0,-0.650190474
0,-0.65
0,-0.65
0,-0.699807274
0,-0.650191153
0,-0.65
0,-0.600193939
0,-0.649808656
0,-0.65
0,-0.65
0,-0.600192406
0,-0.649803466
0,-0.600195034
0,-0.6
0,-0.649804731
0,-0.65
0,-0.65
0,-0.699805218
0,-0.600387394
0,-0.64980458
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600195041
0,-0.649801246
0,-0.600196218
0,-0.649801231
0,-0.65
0,-0.699802274
0,-0.650196438
0,-0.699802375
0,-0.600395015
0,-0.699608453
0,-0.7
0,-0.7
0,-0.650194807
0,-0.65
0,-0.600196323
0,-0.6
0,-0.649804496
0,-0.699802137
0,-0.650197902
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.60019747
0,-0.649802844
0,-0.699800707
0,-0.650199681
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600200472
0,-0.6
0,-0.649799929
0,-0.65
0,-0.65
0,-0.699799365
0,-0.600398724
0,-0.649799274
0,-0.65
0,-0.65
0,-0.699798762
0,-0.7
0,-0.650202037
0,-0.600202622
0,-0.649798053
0,-0.65
0,-0.60020277
0,-0.6
0,-0.6
0,-0.699595461
0,-0.7
0,-0.600406343
0,-0.6
0,-0.649798843
0,-0.65
0,-0.65
0,-0.699795314
0,-0.60040384
0,-0.649798906
0,-0.65
0,-0.65
0,-0.65
0,-0.600202872
0,-0.699592754
0,-0.7
0,-0.650204077
0,-0.65
0,-0.65
0,-0.65
0,-0.60020356
0,-0.6
0,-0.699586342
0,-0.65020481
0,-0.600203934
0,-0.64979402
0,-0.600206319
0,-0.6
0,-0.649791759
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699792824
0,-0.650207351
0,-0.65
0,-0.600206326
0,-0.699582687
0,-0.65021038
0,-0.65
0,-0.600259111
0,-0.6
0,-0.6
0,-0.6
0,-0.649515883
0,-0.600487223
0,-0.649649891
0,-0.699791919
0,-0.650209311
0,-0.699791071
0,-0.650206934
0,-0.600208838
0,-0.649789552
0,-0.600210671
0,-0.69957782
0,-0.7
0,-0.650212822
0,-0.600210424
0,-0.6
0,-0.6
0,-0.649787579
0,-0.699788711
0,-0.65021511
0,-0.65
0,-0.65
0,-0.65
0,-0.69978701
0,-0.7
0,-0.650213336
0,-0.699786565
0,-0.600422944
0,-0.649786703
0,-0.699787173
0,-0.650216043
0,-0.600213954
0,-0.699574047
0,-0.60042552
0,-0.6
0,-0.649784757
0,-0.69978641
0,-0.650214399
0,-0.699786999
0,-0.65021438
0,-0.699786541
0,-0.650214241
0,-0.60021219
0,-0.649786187
0,-0.65
0,-0.65
0,-0.600212628
0,-0.649785
0,-0.65
0,-0.65
0,-0.600215346
0,-0.6
0,-0.6
0,-0.699570017
0,-0.600431308
0,-0.6
0,-0.6
0,-0.649781639
0,-0.699784909
0,-0.650218734
0,-0.65
0,-0.65
0,-0.699705509
0,-0.600642789
0,-0.6
0,-0.649678046
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699783097
0,-0.650220003
0,-0.65
0,-0.600216045
0,-0.649781765
0,-0.600216487
0,-0.699561239
0,-0.749783563
0,-0.700219388
0,-0.7
0,-0.7
0,-0.60043826
0,-0.6
0,-0.69956369
0,-0.65021917
0,-0.699780088
0,-0.650216796
0,-0.600216859
0,-0.649778864
0,-0.65
0,-0.699781171
0,-0.650222201
0,-0.65
0,-0.65
0,-0.600219669
0,-0.649777862
0,-0.699780242
0,-0.7
0,-0.7
0,-0.600437082
0,-0.649779367
0,-0.699779516
0,-0.650220721
0,-0.65
0,-0.699779905
0,-0.7
0,-0.650221328
0,-0.600220096
0,-0.6
0,-0.649780709
0,-0.60022036
0,-0.649777847
0,-0.600220108
0,-0.649777094
0,-0.699778264
0,-0.650224533
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699777561
0,-0.7
0,-0.650224235
0,-0.65
0,-0.65
0,-0.699774153
0,-0.600446758
0,-0.6
0,-0.6
0,-0.649741955
0,-0.65
0,-0.65
0,-0.65
0,-0.699494301
0,-0.7
0,-0.650225655
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600224926
0,-0.64977241
0,-0.60022463
0,-0.649774474
0,-0.699773024
0,-0.7
0,-0.600454075
0,-0.649771426
0,-0.699774157
0,-0.650226639
0,-0.65
0,-0.699774183
0,-0.65022956
0,-0.600225065
0,-0.649769986
0,-0.65
0,-0.600225572
0,-0.649772464
0,-0.65
0,-0.600227634
0,-0.649769904
0,-0.65
0,-0.65
0,-0.600227012
0,-0.649771469
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600453887
0,-0.699095802
0,-0.650450121
0,-0.65
0,-0.600422556
0,-0.649583469
0,-0.65
0,-0.65
0,-0.600392328
0,-0.649623049
0,-0.65
0,-0.65
0,-0.600362664
0,-0.649643628
0,-0.65
0,-0.699521191
0,-0.650488735
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600632057
0,-0.6
0,-0.649452481
0,-0.65
0,-0.600390312
0,-0.649613051
0,-0.699621828
0,-0.650499376
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600434811
0,-0.649580602
0,-0.65
0,-0.699568196
0,-0.7
0,-0.650394465
0,-0.65
0,-0.600389621
0,-0.649488448
0,-0.65
0,-0.65
0,-0.65
0,-0.699515459
0,-0.650465348
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600431335
0,-0.649582907
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600366661
0,-0.649669155
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699728684
0,-0.650265626
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699537189
0,-0.650425826
0,-0.65
0,-0.65
0,-0.65
0,-0.60068008
0,-0.649564401
0,-0.65
0,-0.65
0,-0.600382027
0,-0.649616929
0,-0.600382326
0,-0.649755672
0,-0.699759217
0,-0.650242443
0,-0.65
0,-0.65
0,-0.600240798
0,-0.699516309
0,-0.65024256
0,-0.65
0,-0.600242025
0,-0.649754552
0,-0.65
0,-0.65
0,-0.65
0,-0.600241911
0,-0.699514869
0,-0.650245515
0,-0.600245538
0,-0.699514785
0,-0.650243584
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699757057
0,-0.600485347
0,-0.699509533
0,-0.650244799
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699753331
0,-0.65024283
0,-0.65
0,-0.699755275
0,-0.650245224
0,-0.65
0,-0.600244006
0,-0.699510026
0,-0.650246308
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699752371
0,-0.600496981
0,-0.649753897
0,-0.699753881
0,-0.650247672
0,-0.65
0,-0.69975339
0,-0.600495053
0,-0.6
0,-0.649750316
0,-0.65
0,-0.65
0,-0.65
0,-0.600249132
0,-0.649751357
0,-0.65
0,-0.600251094
0,-0.649750822
0,-0.65
0,-0.65
0,-0.65
0,-0.699749291
0,-0.7
0,-0.650249631
0,-0.600252153
0,-0.699500691
0,-0.7
0,-0.650251904
0,-0.65
0,-0.65
0,-0.600251654
0,-0.649744332
0,-0.65
0,-0.699747266
0,-0.65025615
0,-0.60025481
0,-0.6
0,-0.649743241
0,-0.65
0,-0.65
0,-0.699742811
0,-0.650256898
0,-0.65
0,-0.699742117
0,-0.650259513
0,-0.600258758
0,-0.699488447
0,-0.7
0,-0.7
0,-0.7
0,-0.650256673
0,-0.600258984
0,-0.649741145
0,-0.600257459
0,-0.6
0,-0.649741363
0,-0.699745024
0,-0.650258805
0,-0.600258275
0,-0.649744166
0,-0.65
0,-0.699744921
0,-0.7
0,-0.650257896
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699745233
0,-0.650255471
0,-0.699744912
0,-0.65025773
0,-0.60025319
0,-0.64974423
0,-0.699745069
0,-0.7
0,-0.7
0,-0.650391761
0,-0.65
0,-0.699604339
0,-0.600543657
0,-0.748883582
0,-0.700397057
0,-0.650396769
0,-0.699743666
0,-0.600509749
0,-0.649743255
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600259319
0,-0.6
0,-0.649740256
0,-0.65
0,-0.699742198
0,-0.65026055
0,-0.65
0,-0.65
0,-0.69974028
0,-0.650261969
0,-0.699741722
0,-0.600518734
0,-0.699478311
0,-0.650261965
0,-0.65
0,-0.699740694
0,-0.650259699
0,-0.65
0,-0.600260462
0,-0.699479617
0,-0.600522761
0,-0.699475125
0,-0.7
0,-0.650261245
0,-0.65
0,-0.699736871
0,-0.650263618
0,-0.65
0,-0.65
0,-0.65
0,-0.699738643
0,-0.7
0,-0.7
0,-0.650262575
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600262716
0,-0.6
0,-0.699476244
0,-0.650262257
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699736925
0,-0.600526907
0,-0.699470672
0,-0.650383135
0,-0.600262788
0,-0.649735338
0,-0.65
0,-0.65
0,-0.699410749
0,-0.65036869
0,-0.69973559
0,-0.650267345
0,-0.65
0,-0.65
0,-0.65
0,-0.600265472
0,-0.649735439
0,-0.600265499
0,-0.6
0,-0.649734223
0,-0.699735574
0,-0.650267996
0,-0.699733008
0,-0.650266188
0,-0.60026757
0,-0.649732342
0,-0.65
0,-0.65
0,-0.65
0,-0.699732358
0,-0.650265183
0,-0.699734988
0,-0.7
0,-0.7
0,-0.650268848
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600266896
0,-0.649730915
0,-0.699731045
0,-0.650266987
0,-0.65
0,-0.65
0,-0.600268259
0,-0.6497325
0,-0.699731019
0,-0.600537422
0,-0.699465424
0,-0.7
0,-0.600542429
0,-0.649731591
0,-0.65
0,-0.699731861
0,-0.7
0,-0.600538135
0,-0.649728622
0,-0.65
0,-0.699732126
0,-0.7
0,-0.7
0,-0.600539792
0,-0.649727793
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600315557
0,-0.649618459
0,-0.600410743
0,-0.649588867
0,-0.600274012
0,-0.699409039
0,-0.7
0,-0.650409919
0,-0.65
0,-0.699725184
0,-0.60054683
0,-0.699456836
0,-0.7
0,-0.65027416
0,-0.699725061
0,-0.650275786
0,-0.600277426
0,-0.699449317
0,-0.7
0,-0.650276098
0,-0.65
0,-0.600278556
0,-0.699449941
0,-0.65027795
0,-0.65
0,-0.699722143
0,-0.650277692
0,-0.600277593
0,-0.649720749
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600276811
0,-0.649724107
0,-0.699723844
0,-0.650279493
0,-0.699724688
0,-0.650277049
0,-0.699723909
0,-0.650276851
0,-0.600276509
0,-0.649723218
0,-0.699722762
0,-0.7
0,-0.650276089
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.6997215
0,-0.7
0,-0.7
0,-0.7
0,-0.650279835
0,-0.699721423
0,-0.650278981
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699696417
0,-0.7
0,-0.650281439
0,-0.65
0,-0.65
0,-0.699719397
0,-0.7
0,-0.600563853
0,-0.649718196
0,-0.65
0,-0.65
0,-0.69971817
0,-0.650281693
0,-0.699717482
0,-0.650281662
0,-0.65
0,-0.699717279
0,-0.650283773
0,-0.600283719
0,-0.699434099
0,-0.7
0,-0.600567487
0,-0.649716079
0,-0.65
0,-0.65
0,-0.600285248
0,-0.649714805
0,-0.600284845
0,-0.649714396
0,-0.699715376
0,-0.7
0,-0.650285298
0,-0.699714472
0,-0.650285531
0,-0.65
0,-0.699714998
0,-0.650286348
0,-0.65
0,-0.65
0,-0.60028646
0,-0.649714011
0,-0.65
0,-0.65
0,-0.600286984
0,-0.699427542
0,-0.7
0,-0.65028625
0,-0.699714141
0,-0.7
0,-0.600575295
0,-0.649713459
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699712713
0,-0.650286684
0,-0.600288017
0,-0.6
0,-0.6
0,-0.699425184
0,-0.600576849
0,-0.699399956
0,-0.650370037
0,-0.65
0,-0.65
0,-0.699710993
0,-0.7
0,-0.650732595
0,-0.65
0,-0.699568641
0,-0.650289069
0,-0.600289319
0,-0.649711963
0,-0.65
0,-0.699711004
0,-0.7
0,-0.650289008
0,-0.65
0,-0.65
0,-0.65
0,-0.60028992
0,-0.649710531
0,-0.600290571
0,-0.699420519
0,-0.650289466
0,-0.65
0,-0.65
0,-0.699710237
0,-0.65029017
0,-0.699709595
0,-0.7
0,-0.650291524
0,-0.65
0,-0.699709631
0,-0.650290479
0,-0.699709133
0,-0.600583569
0,-0.649709485
0,-0.699708702
0,-0.650291386
0,-0.699708905
0,-0.7
0,-0.650291229
0,-0.600292732
0,-0.64970849
0,-0.65
0,-0.65
0,-0.65
0,-0.699708291
0,-0.650292205
0,-0.699707899
0,-0.650292172
0,-0.65
0,-0.65
0,-0.65
0,-0.699707212
0,-0.65029259
0,-0.65
0,-0.65
0,-0.65
0,-0.69970733
0,-0.7
0,-0.7
0,-0.600588518
0,-0.649706736
0,-0.65
0,-0.65
0,-0.600295377
0,-0.6
0,-0.649706025
0,-0.699705612
0,-0.650361558
0,-0.65
0,-0.60029676
0,-0.699408943
0,-0.7
0,-0.650295569
0,-0.699704505
0,-0.650294807
0,-0.699704527
0,-0.7
0,-0.650295823
0,-0.65
0,-0.65
0,-0.65
0,-0.699704007
0,-0.650296252
0,-0.699703775
0,-0.7
0,-0.650296099
0,-0.699703198
0,-0.7
0,-0.650296468
0,-0.600297755
0,-0.64970322
0,-0.699703191
0,-0.650298428
0,-0.699702941
0,-0.650297339
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.600436535
0,-0.649577095
0,-0.65
0,-0.699438999
0,-0.650555962
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699522206
0,-0.650479458
0,-0.65
0,-0.600597903
0,-0.649410542
0,-0.65
0,-0.600729858
0,-0.649377287
0,-0.65
0,-0.699311241
0,-0.650826385
0,-0.65
0,-0.65
0,-0.600928876
0,-0.698693782
0,-0.650636178
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699560076
0,-0.650579079
0,-0.600431982
0,-0.699165561
0,-0.650405698
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699676549
0,-0.65031512
0,-0.699553044
0,-0.650442866
0,-0.65
0,-0.65
0,-0.699579926
0,-0.650406496
0,-0.65
0,-0.65
0,-0.600394902
0,-0.699238279
0,-0.650367302
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699675109
0,-0.600645195
0,-0.649686269
0,-0.65
0,-0.699559045
0,-0.650441579
0,-0.699550608
0,-0.650338303
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699671009
0,-0.650321194
0,-0.699683364
0,-0.650441764
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699644815
0,-0.650344685
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699692845
0,-0.650306318
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699691761
0,-0.7
0,-0.650308684
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699691023
0,-0.7
0,-0.650308804
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699690377
0,-0.650309779
0,-0.65
0,-0.65
0,-0.65
0,-0.699687308
0,-0.650312035
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699546103
0,-0.650452326
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699687589
0,-0.650311266
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699682314
0,-0.650384884
0,-0.65
0,-0.69968139
0,-0.65032026
0,-0.699666255
0,-0.650405519
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699679939
0,-0.650319893
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699679144
0,-0.7
0,-0.7
0,-0.650322379
0,-0.65
0,-0.699679209
0,-0.65032137
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699677203
0,-0.650322933
0,-0.65
0,-0.699675881
0,-0.65032277
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699675223
0,-0.650388417
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699672762
0,-0.650326309
0,-0.699674265
0,-0.650547448
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699671502
0,-0.65033185
0,-0.699670433
0,-0.650332376
0,-0.65
0,-0.65
0,-0.65
0,-0.699670946
0,-0.7
0,-0.7
0,-0.650332271
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699663637
0,-0.650338995
0,-0.699661924
0,-0.650336899
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.69966307
0,-0.650339974
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699498955
0,-0.7
0,-0.650619916
0,-0.699517942
0,-0.650341623
0,-0.65
0,-0.65
0,-0.699659672
0,-0.650341659
0,-0.699658996
0,-0.650343554
0,-0.65
0,-0.699657047
0,-0.650342373
0,-0.65
0,-0.65
0,-0.699658773
0,-0.650341896
0,-0.69965782
0,-0.650342981
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699657836
0,-0.650344977
0,-0.65
0,-0.65
0,-0.699657424
0,-0.650343659
0,-0.69965688
0,-0.650345796
0,-0.65
0,-0.65
0,-0.699656039
0,-0.650345019
0,-0.65
0,-0.699653874
0,-0.650344845
0,-0.65
0,-0.699656087
0,-0.650344967
0,-0.65
0,-0.699655898
0,-0.7
0,-0.650348008
0,-0.65
0,-0.69965424
0,-0.650346367
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699654414
0,-0.650347039
0,-0.699652163
0,-0.650347404
0,-0.65
0,-0.65
0,-0.699555598
0,-0.650350503
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.65
0,-0.699652652
0,-0.650349003
0,-0.65
0,-0.699651901
0,-0.650349222
0,-0.65
0,-0.699649596
0,-0.650348841
0,-0.65
0,-0.65
0,-0.699651522
0,-0.650349862
